"business_id"	"name"	"address"	"city"	"state"	"postal_code"	"latitude"	"longitude"	"stars"	"review_count"	"categories"
-1uVyyy3UXNA9WoPucNniA	La Tapatia Market	"8826 S Eastern Ave, Ste 100"	Las Vegas	NV	"89123"	36.0291	-115.117	4	39	Food, Butcher, Specialty Food, Fruits & Veggies, Grocery, Seafood Markets, Meat Shops
-1VaIJza42Hjev6ukacCNg	Rio Mirage Cafe Y Cantina	"12245 W Santa Fe Dr"	El Mirage	AZ	"85335"	33.6174	-112.324	4	210	Tex-Mex, Mexican, Restaurants
-1vfRrlnNnNJ5boOVghMPA	Red Ginseng Narita Sushi & BBQ	"6630 N Durango Dr, Ste 180"	Las Vegas	NV	"89149"	36.2813	-115.287	3	78	Korean, Restaurants, Sushi Bars
-1Vsn0h_Sju8xbospJDwQw	The Body Lab	"21001 N Tatum Blvd, Ste U7"	Phoenix	AZ	"85054"	33.6764	-111.976	4	19	Cardio Classes, Fitness & Instruction, Pilates, Active Life
-1vulUmD1pYf0uvXBY1Fzg	Night Market Cleveland	Rockwell & 21st St	Cleveland	OH	"44120"	41.5092	-81.6776	4	14	Arts & Entertainment, Festivals, Food, Food Trucks, Farmers Market, Nightlife
-1W8v_0LVdvXMtynNcn4aA	Red Rock Canyon Tours	"4262 Blue Diamond Rd, 102-200, 102-200"	Las Vegas	NV	"89139"	36.038	-115.197	5	4	Bus Tours, Tours, Travel Services, Hotels & Travel
-1wzk43IZ5D9Ysu6kzb5xA	St James Dennis R Physical Therapy	"532 E Maryland Ave, Ste C"	Phoenix	AZ	"85012"	33.5313	-112.066	5	4	Physical Therapy, Health & Medical
-1X2bBZAN1xfUxRXKPrxlQ	Brookstone	"4550 E Cactus Rd"	Phoenix	AZ	"85032"	33.6022	-111.984	4	4	Shopping, Flowers & Gifts, Appliances, Gift Shops, Electronics, Toy Stores, Home & Garden
-1xCh7Cocn6IwFzhELyohA	Jose' and Tony's Mexican Restaurant	"1573 McFarland Rd"	Pittsburgh	PA	"15216"	40.3931	-80.0459	2	42	Nightlife, Bars, Restaurants, Sports Bars, Mexican
-1XjZKmJbfAB1ZrAfeWMZg	Maid 2 B Cleaned	NULL	Gilbert	AZ	"85296"	33.3346	-111.738	4	10	Home Cleaning, Home Services, Professional Services, Office Cleaning
-1xuC540Nycht_iWFeJ-dw	Romados	"115 Rue Rachel E"	Montréal	QC	H2W 1C8	45.5193	-73.5807	4	465	Restaurants, Portuguese, Bakeries, Food, Chicken Shop, Barbeque
-1z-cvNWGM66kKTVNHK9Ww	Foothills Sports Medicine Physical Therapy	"4550 E Bell Rd, Ste 270"	Phoenix	AZ	"85032"	33.6421	-111.983	4	22	Doctors, Physical Therapy, Health & Medical, Sports Medicine
-20nZ6ztmBxGW4sOY7JPHA	Travelodge	"6935 E 5th Ave"	Scottsdale	AZ	"85251"	33.4961	-111.931	1	12	Event Planning & Services, Hotels & Travel, Hotels
-20P7Av7rbvx1DEb9k7PjQ	Yours to Mine Consignment	"251 Church Rd"	Wexford	PA	"15090"	40.6278	-80.0561	3	9	Shopping, Thrift Stores
-20PsGUoi0cK3hKwtFoh2w	Graceland Presents Elvis	NULL	Las Vegas	NV	"89109"	36.1363	-115.151	3	5	Performing Arts, Nightlife, Arts & Entertainment, Music Venues, Museums
-25X5v1q3WU6s-craJSvTw	Wok Terminal	"156 The Queensway"	Etobicoke	ON	M8Y 1J2	43.6306	-79.4848	3	23	Imported Food, Food, Ethnic Food, Chinese, Specialty Food, Restaurants
-26MGfikhJiTfCI-GqmzhQ	GoPro Door & Glass	"2350 S Jones, Ste 207"	Las Vegas	NV	"89146"	36.1458	-115.225	4	6	Home Services, Contractors, Door Sales/Installation, Glass & Mirrors
-28hEE6AcAUbJctGwvC9kw	Culinary Pharmacy	"1945 Las Vegas Blvd S"	Las Vegas	NV	"89104"	36.1491	-115.154	5	8	Drugstores, Health & Medical, Shopping
-2A9emZwBK8zYHPnAmM0hw	China Farm Chinese Buffet	"3135 S 48th St"	Tempe	AZ	"85282"	33.3947	-111.978	2	9	Restaurants, Chinese, Food, Food Delivery Services, Buffets
-2AQs-KdwG5QCwGBSsDoCA	Avis Car	"2000 Airport Road NE"	Calgary	AB	T2E 6W5	51.1318	-114.011	2	24	Car Rental, Hotels & Travel
-2Arz8twKJmxHMS3Sv-TeA	Steep & Brew West	"6656 Odana Rd"	Madison	WI	"53719"	43.0561	-89.4955	3	29	Coffee & Tea, Juice Bars & Smoothies, Internet Cafes, Desserts, Food, Restaurants, Ice Cream & Frozen Yogurt
-2ATYZeeA-9_qC-Whi0-2w	Mike Olbinski Photography	NULL	Phoenix	AZ	"85006"	33.4636	-112.054	5	4	Event Planning & Services, Event Photography, Photographers, Session Photography
-2AZoPSeQKhjXXBfNEP7PQ	Café Zin-Zin	"1001 Rue Lenoir, E-202"	Montréal	QC	H4C 2Z6	45.4767	-73.5923	4	3	French, Restaurants, Cafes
-2bLuJsMZ0WhI9daurVQNQ	Action Golf Cart Rentals and Sales	"1859 N Rosemont"	Mesa	AZ	"85205"	33.4497	-111.723	5	6	Active Life, Golf Cart Rentals, Sporting Goods, Golf Equipment, Golf Cart Dealers, Shopping, Golf, Automotive, Event Planning & Services
-2C96suwzrE_cqI1U69cLA	Open Sesame	"6920 Macleod Tr S"	Calgary	AB	T2H 0L3	50.9921	-114.071	3	69	Asian Fusion, Restaurants, Bars, Nightlife, Wine Bars, Japanese
-2CxlMIXhkyxotj7OaH30Q	Rfcellcom	"35340 Center Ridge Rd"	North Ridgeville	OH	"44039"	41.3926	-82.0108	5	3	IT Services & Computer Repair, Local Services, Mobile Phone Repair
-2dlgoN1ass-zmrE5rqHGw	Pizza Hut	"2701 Leechburgh"	Lower Burrell	PA	"15068"	40.5903	-79.738	2	4	Chicken Wings, Restaurants, Pizza, Italian
-2EAyppKR_2xuLyvJZEbRQ	Burrito Burrito	"171 E Liberty Street, Unit 131"	Toronto	ON	M6K 3P6	43.6384	-79.4184	2	18	Restaurants, Food, Mexican, Tex-Mex
-2hDBMaza_ldqnZdiU06LQ	South Cove Apartments	"1525 Fremont St"	Las Vegas	NV	"89101"	36.1641	-115.128	2	7	Home Services, Real Estate, Apartments
-2HjuT4yjLZ3b5f_abD87Q	Freeman's Car Stereo	"4821 South Blvd"	Charlotte	NC	"28217"	35.1727	-80.8755	4	13	Shopping, Automotive, Car Stereo Installation, Electronics
-2hOglg7Lh8ZgclQJ9ba2w	URSA	"924 Queen Street W"	Toronto	ON	M6J	43.6449	-79.4159	3	62	Restaurants, American (New), Canadian (New)
-2isRNVb6PDuBagELL5EBw	Taco Bell	"3507 W. Peoria Ave."	Phoenix	AZ	"85029"	33.5817	-112.136	3	24	Tex-Mex, Mexican, Fast Food, Restaurants
-2KAjVCxfQ2YsmuXYLNEpw	DENNIS Uniform Phoenix	"3645 E Indian School Rd, Ste 1"	Phoenix	AZ	"85018"	33.4946	-112.003	4	4	Shopping, Uniforms
-2L-SXb6OTKdmUkmEb1JAA	Sorrento Villas	"3580 E Alexander Rd"	Las Vegas	NV	"89115"	36.2335	-115.097	2	4	Property Management, Home Services, Real Estate, Apartments
-2lSbNMhXKYu7URjEE59qA	Pho King	"3636 Steeles Ave E"	Markham	ON	L3R 2Z5	43.8184	-79.3298	2	18	Restaurants, Vietnamese
-2MFmbCTycnU4uPJ7jXfcA	Horizon Safety Training	"5235 S Kyrene Rd, Ste 106"	Tempe	AZ	"85283"	33.3768	-111.945	5	9	First Aid Classes, Specialty Schools, Professional Services, CPR Classes, Education
-2mS3lP1ccLLTg2oBB7OKQ	Boulangerie Arouch	"3467 Boul Saint-Martin O"	Laval	QC	H7T 1A2	45.5555	-73.7523	3	5	Food, Bakeries
-2mTrGw66Sg-ipomugRlmw	Centra Food Market	"24 Orchard Heights Boulevard, Unit 104"	Aurora	ON	L4G 6S8	44.0092	-79.473	3	17	Grocery, Food
-2Mwx1Mp10HTLlazfCBKdA	Nail Secrets	"2412 Ferguson Rd"	Hampton Township	PA	"15101"	40.5549	-79.9723	3	14	Day Spas, Beauty & Spas, Hair Removal, Nail Salons, Waxing
-2P-_PVX-FtTKT2h1y5WMQ	Eric Andrew Collection At Town Square	"6623 Las Vegas Blvd S"	Las Vegas	NV	"89119"	36.0669	-115.177	4	6	Shopping, Jewelry
-2P96xmk5E0MCKhgwH4nJA	Lorrie Emory Skin Care	"18137 Catawba Ave, Ste 5"	Cornelius	NC	"28031"	35.4609	-80.8892	4	3	Eyelash Service, Waxing, Skin Care, Beauty & Spas, Hair Removal
-2pmn-oTJeybmDrL-ojwrw	New Wrap Order	NULL	Charlotte	NC	"28211"	35.166	-80.7935	4	21	Food Trucks, Wraps, Food, Street Vendors, Restaurants
-2pQf1ceDZyE2ReCNbj-3A	Just Fresh	"14136 Rivergate Pkwy"	Charlotte	NC	"28273"	35.102	-80.9853	3	61	American (Traditional), Breakfast & Brunch, Food, Restaurants, Juice Bars & Smoothies
-2q4dnUw0gGJniGW2aPamQ	Fiesta Ranchera	"1805 S Neil St"	Champaign	IL	"61820"	40.0941	-88.2458	2	4	Mexican, Restaurants
-2Q6QUFk3jxMfiPJXsdWeA	Honn-Auto Repair	"431 S Stapley Dr, Ste 7"	Mesa	AZ	"85204"	33.4069	-111.805	4	13	Automotive, Auto Repair
-2qfXy3hcWG0GEcE8QUKQw	Precision Air & Heating	"3045 N Colorado St"	Chandler	AZ	"85225"	33.351	-111.836	3	134	Home Services, Heating & Air Conditioning/HVAC, Contractors, Insulation Installation, Carpet Cleaning, Local Services, Plumbing
-2QGc6Lb0R027lz0DpWN1A	Davis Glass & Mirror	"5135 S Valley View Blvd"	Las Vegas	NV	"89118"	36.0966	-115.19	4	70	Windows Installation, Glass & Mirrors, Local Services, Door Sales/Installation, Home Services
-2R--HQiUyvN4qld52oL6g	L'Oeufrier NDG	"6544 Avenue Somerled"	Montréal	QC	H4V 1S8	45.4673	-73.6383	3	5	Breakfast & Brunch, Restaurants
-2rB3j8WcmuchWp0CIdViQ	King's Path Condominium Association	NULL	North Olmsted	OH	"44070"	41.4118	-81.9153	1	3	Real Estate, Apartments, Home Services
-2S3tYZEy-JbQonqdIsfqg	Epic Thrift	"4001 S Decatur Blvd"	Las Vegas	NV	"89102"	36.1183	-115.21	3	17	Antiques, Shopping, Thrift Stores
-2TBP3ZGu7M-FmfoNJvbrQ	Rashers	"182 Ossington Avenue"	Toronto	ON	M6J 2Z7	43.6484	-79.4206	3	19	Sandwiches, Breakfast & Brunch, Restaurants, Comfort Food
-2TKoFglMQvSmHSNWf6S8Q	U.S. Bank	"9719 N Hayden Rd"	Scottsdale	AZ	"85258"	33.575	-111.905	4	8	Banks & Credit Unions, Financial Services
-2ToCaDFpTNmmg3QFzxcWg	Showtime Tours	"1550 S Industrial Rd"	Las Vegas	NV	"89102"	36.1547	-115.159	1	444	Transportation, Hotels & Travel, Travel Services, Airport Shuttles, Tours
-2UBRY9opzc4GmCX3DBDdw	Red Rooster Antique Mall	"1109 Western Ave"	Las Vegas	NV	"89102"	36.1584	-115.159	3	6	Antiques, Shopping
-2uhc4spgMqJMy0YSxConA	Alamo Rent A Car	"6033 S Sossaman Rd"	Mesa	AZ	"85212"	33.307	-111.669	4	31	Hotels & Travel, Car Rental
-2uUrtgM5fiOaCpQEnPv0g	AT&T Store	"9330 Center Lake Dr"	Charlotte	NC	"28216"	35.3491	-80.8558	2	5	Mobile Phones, Mobile Phone Accessories, Shopping, IT Services & Computer Repair, Local Services, Telecommunications
-2UWYfzeK65e6naWSEUz7g	Alliance Urgent Care	"15530 W Roosevelt St, Ste D101"	Goodyear	AZ	"85338"	33.4572	-112.393	2	13	Urgent Care, Health & Medical
-2uYjztVuVZpkTNAC38zdg	Presotea	Bridlewood Mall, 2900 Warden Avenue, Unit 161	Toronto	ON	M1W 2S8	43.7991	-79.319	3	11	Coffee & Tea, Food
-2v6N3EZAE4VDkAf7q3CrA	August Moon Chinese Restaurant	"9587 Weston Rd"	Woodbridge	ON	L4H 2M9	43.8339	-79.5577	2	4	Chinese, Restaurants
-2wfiUn6AZm2KO0FJYakVQ	Men's Ultimate Grooming	"734 N McQueen Rd, Ste 103"	Gilbert	AZ	"85233"	33.3633	-111.825	4	29	Barbers, Men's Hair Salons, Hair Salons, Beauty & Spas
-2wh_ZsD2n5xFYgzppcxNg	Bonga Korean Restaurant	"111 2 Avenue SE, Suite 201"	Calgary	AB	T2G 0B2	51.051	-114.062	4	28	Restaurants, Korean
-2WsPmC49gP3RRk2UUUmpQ	Aldi	"100 Costco Dr"	Pittsburgh	PA	"15205"	40.4574	-80.167	3	3	Food, Grocery
-2WW_cjFa9-UwKSmbEs78Q	Yum Yum BBQ Chicken	Southwood Corner Mall, 10233 Elbow Drive SW	Calgary	AB	T2W 1G1	50.9627	-114.087	4	24	Barbeque, Restaurants, Korean
-2X9U7v-Avoib-ki0y85bA	Scottsdale Air Heating & Cooling	"1121 N Sickles Dr"	Tempe	AZ	"85281"	33.4421	-111.911	4	43	Heating & Air Conditioning/HVAC, Home Services
-2XMn8phKIqizvss9PBLCw	Private Reserve Beef	NULL	Sun City	AZ	"85351"	33.6021	-112.28	3	3	Food Delivery Services, Food
-2YIg-PAgCMXMLxw53T29Q	The UPS Store	"4802 E Ray Rd, Ste 23"	Phoenix	AZ	"85044"	33.3205	-111.98	4	31	Mailbox Centers, Printing Services, Notaries, Local Services, Shipping Centers
-2ym8gLGnYV5uEgyMXnL7A	Amazing Las Vegas Comic Con	"3150 Paradise Rd"	Las Vegas	NV	"89109"	36.1325	-115.155	4	25	Books, Mags, Music & Video, Comic Books, Shopping
-2ynmEkOCP4Qg39E0O1Ruw	KFC	"10594 Yonge  St"	Richmond Hill	ON	L4C 3C8	43.8856	-79.4412	1	7	Chicken Shop, Fast Food, American (Traditional), Chicken Wings, Restaurants
-2zD7C4-Zn28NoytsyRP7Q	Kristin Taylor Events	NULL	Charlotte	NC	"28208"	35.213	-80.9097	3	3	Event Planning & Services, Party & Event Planning, Wedding Planning
